university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Tromsø – The Arctic University of Norway,Biology: Northern Populations and Ecosystems,Master,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/master-biology-northern-populations-and-ecosystems
University of Naples Federico II,Biology of extreme environments,Master,,2,N/A,"Naples, Italy",https://www.study.eu/university/university-of-naples-federico-ii/master-biology-of-extreme-environments
University of Padua,Biology of Human and Environmental Health,Bachelor,,3,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/bachelor-biology-of-human-and-environmental-health
University of Jyväskylä,Biology Of Physical Activity,Master,,,N/A,"Jyväskylä, Finland",https://www.study.eu/university/university-of-jyvaskyla/biology-of-physical-activity
Lund University,"Biology, Plant Science",Master,,2,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-plant-science
Bangor University,Biology with Biotechnology,M (UG),,4,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/biology-with-biotechnology-841ec9ea-8394-41dc-86bc-d0132004f7cd
Bangor University,Biology with Biotechnology,BSc (Hons),,3,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/biology-with-biotechnology
Bangor University,Biology with Foundation Year,BSc (Hons),,4,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/biology-with-foundation-year
University of Derby,Biology with Foundation Year,BSc (Hons),,4,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/biology-with-foundation-year-ee4130f3-207e-473d-bca3-7d51c9160822
University of Skövde,Biomarkers in Molecular Medicine,Master,,2,N/A,"Skövde, Sweden",https://www.study.eu/university/university-of-skovde/biomarkers-in-molecular-medicine
University of Manchester,Biomaterials,MSc,27582,1,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/biomaterials
Tomas Bata University in Zlín,Biomaterials and Biocomposites,PhD,,4,N/A,"Zlín, Czech Republic",https://www.study.eu/university/tomas-bata-university-in-zlin/phd-biomaterials-and-biocomposites
"University of Natural Resources and Life Sciences, Vienna",Biomaterials and Biointerfaces,PhD,,3,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-natural-resources-and-life-sciences-vienna/phd-biomaterials-and-biointerfaces
Tomas Bata University in Zlín,Biomaterials and Cosmetics,Master,,2,N/A,"Zlín, Czech Republic",https://www.study.eu/university/tomas-bata-university-in-zlin/master-biomaterials-and-cosmetics
University of Sheffield,Biomaterials and Regenerative Medicine,MSc,26237,1,N/A,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/biomaterials-and-regenerative-medicine
Tampere University,Biomaterials and Tissue Engineering,MSc,28143,2,N/A,"Tampere, Finland",https://www.study.eu/university/tampere-university/biomaterials-and-tissue-engineering
University Politehnica of Bucharest,Biomaterials for tissue engineering,Master,,2,N/A,"Bucharest, Romania",https://www.study.eu/university/university-politehnica-of-bucharest/biomaterials-for-tissue-engineering-20182
University of Manchester,Biomaterials Science and Dental Technology,MPhil,53147,1,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/biomaterials-science-and-dental-technology
Otto von Guericke University Magdeburg,Biomechanical Engineering,MSc,,2,N/A,"Magdeburg, Germany",https://www.study.eu/university/otto-von-guericke-university-magdeburg/msc-biomechanical-engineering
University of Staffordshire,Biomechanics,MPhil,,3,N/A,"Stafford, United Kingdom",https://www.study.eu/university/university-of-staffordshire/biomechanics-5401
Nottingham Trent University,Biomechanics,MRes,,1,N/A,"Nottingham, United Kingdom",https://www.study.eu/university/nottingham-trent-university/biomechanics
Czech Technical University in Prague,Biomedical and Clinical Engineering,MSc,,2,N/A,"Prague, Czech Republic",https://www.study.eu/university/czech-technical-university-in-prague/msc-biomedical-and-clinical-engineering
University of Dundee,Biomedical and Molecular Sciences,MSc,147668,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biomedical-and-molecular-sciences
King's College London,Biomedical and Molecular Sciences Research,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/biomedical-and-molecular-sciences-research
University of Dundee,Biomedical and Molecular Sciences with Business,MSc,118134,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biomedical-and-molecular-sciences-with-business
University of Dundee,Biomedical and Molecular Sciences with Entrepreneurship,MSc,,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biomedical-and-molecular-sciences-with-entrepreneurship
University of Dundee,Biomedical and Molecular Sciences with Management,MSc,,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biomedical-and-molecular-sciences-with-management
University of Dundee,Biomedical and Molecular Sciences with Marketing,MSc,,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biomedical-and-molecular-sciences-with-marketing
Atlantic Technological University,Biomedical & Bio-industrial Sciences,BSc (Hons),,4,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/bsc-hons-biomedical-bio-industrial-sciences
Technical University of Munich (TUM),Biomedical Computing,MSc,,2,N/A,"Munich, Germany",https://www.study.eu/university/technical-university-of-munich-tum/biomedical-computing
University of Limerick,Biomedical Device Materials,MSc,,1,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/biomedical-device-materials
Dublin City University (DCU),Biomedical Diagnostics,MSc,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/biomedical-diagnostics
Lodz University of Technology,Biomedical Enegineering and Technologies,BSc,,3.5,N/A,"Lodz, Poland",https://www.study.eu/university/lodz-university-of-technology/biomedical-enegineering-and-technologies
University of Bologna,Biomedical engineering,Master,,2,N/A,"Bologna, Italy",https://www.study.eu/university/university-of-bologna/biomedical-engineering-500f1a39-674f-4923-91cb-266e3a803abb
Universidad Carlos III de Madrid,Biomedical Engineering,BSc,,4,N/A,"Madrid, Spain",https://www.study.eu/university/universidad-carlos-iii-de-madrid/biomedical-engineering-19957
Hamburg University of Applied Sciences,Biomedical Engineering,MSc,,1.5,N/A,"Hamburg, Germany",https://www.study.eu/university/hamburg-university-of-applied-sciences/biomedical-engineering-8341
Silesian University of Technology,Biomedical Engineering,MSc,,1.5,N/A,"Gliwice, Poland",https://www.study.eu/university/silesian-university-of-technology/biomedical-engineering-7f2c7407-3abd-4643-a969-c2220facdd7d
King's College London,Biomedical Engineering,BEng (Hons),,3,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/biomedical-engineering-2d1dd247-f2e3-4642-a200-edcec7c26cba
University of Crete,Biomedical Engineering,Master,,2,N/A,"Heraklion, Greece",https://www.study.eu/university/university-of-crete/master-biomedical-engineering-30703
Technical University of Košice,Biomedical Engineering,PhD,,5,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/phd-biomedical-engineering-29563
University of Trás-os-Montes and Alto Douro,Biomedical Engineering,Master,,,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-biomedical-engineering-0bf06137-4aad-4983-9d17-180b3f2250ee
University of Žilina,Biomedical Engineering,Master,,2,N/A,"Žilina, Slovakia",https://www.study.eu/university/university-of-zilina/master-biomedical-engineering-29625
University of Basel,Biomedical Engineering,Master,,,N/A,"Basel, Switzerland",https://www.study.eu/university/university-of-basel/master-biomedical-engineering-8840
Queen Mary University of London,Biomedical Engineering,BEng (Hons),114434,3,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/beng-hons-biomedical-engineering-26591
University of Dundee,Biomedical Engineering,MSc,21460,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biomedical-engineering-5403
University of Dundee,Biomedical Engineering,BEng (Hons),118134,3,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/beng-hons-biomedical-engineering-15827
Linköping University,Biomedical Engineering,Master,,2,N/A,"Linköping, Sweden",https://www.study.eu/university/linkoping-university/biomedical-engineering-7349
University of Galway,Biomedical Engineering,Master,,0.75,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/biomedical-engineering-78295bd0-15df-4046-943f-dcb40b6e5c9a
University of Liverpool,Biomedical Engineering,MSc,22671,1,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biomedical-engineering-5446
Technische Hochschule Mittelhessen,Biomedical Engineering,Master,,1.5,N/A,"Gießen, Germany",https://www.study.eu/university/technische-hochschule-mittelhessen/master-biomedical-engineering-30644
Heidelberg University,Biomedical Engineering,MSc,,2,N/A,"Heidelberg, Germany",https://www.study.eu/university/heidelberg-university/biomedical-engineering-8359
Czech Technical University in Prague,Biomedical Engineering,PhD,,4,N/A,"Prague, Czech Republic",https://www.study.eu/university/czech-technical-university-in-prague/phd-biomedical-engineering-26191
King Juan Carlos University,Biomedical Engineering,Bachelor,,4,N/A,"Madrid, Spain",https://www.study.eu/university/king-juan-carlos-university/biomedical-engineering-067e07ba-7525-4eb1-97fb-b715dc668100
University of Galway,Biomedical Engineering,MSc,,1,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/biomedical-engineering-f1ad1c67-b518-4385-a496-fc29941df7e7
Furtwangen University,Biomedical Engineering,MSc,,1.5,N/A,"Furtwangen, Germany",https://www.study.eu/university/furtwangen-university/master-of-biomedical-engineering-bme
Technical University of Košice,Biomedical Engineering,Master,,2,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/biomedical-engineering-21297
Graz University of Technology,Biomedical Engineering,Master,,2,N/A,"Graz, Austria",https://www.study.eu/university/graz-university-of-technology/biomedical-engineering-67f734b3-739f-46b3-aed1-4d82da3e1942
University of Sussex,Biomedical Engineering,MSc,,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/msc-biomedical-engineering-27824
ETH Zurich,Biomedical Engineering,MSc,,,N/A,"Zurich, Switzerland",https://www.study.eu/university/eth-zurich/biomedical-engineering-f20b31a7-20ef-4c16-85d1-1110ba7f5a60
University of Porto,Biomedical Engineering,Master,,,N/A,"Porto, Portugal",https://www.study.eu/university/university-of-porto/master-biomedical-engineering-25298
Universidad Politécnica de Madrid,Biomedical Engineering,Master,,,N/A,"Madrid, Spain",https://www.study.eu/university/universidad-politecnica-de-madrid/biomedical-engineering-71522a07-5bf6-4458-9588-124a86c19032
Eindhoven University of Technology,Biomedical Engineering,BSc,,3,N/A,"Eindhoven, Netherlands",https://www.study.eu/university/eindhoven-university-of-technology/bsc-biomedical-engineering
University of Trás-os-Montes and Alto Douro,Biomedical Engineering,Bachelor,,3,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-biomedical-engineering-fbe7b72a-ab88-4b65-9031-3cc0e98317ae
KU Leuven,Biomedical Engineering,MSc,,2,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/biomedical-engineering-21445
Politecnico di Milano,Biomedical Engineering,MSc,,2,N/A,"Milan, Italy",https://www.study.eu/university/politecnico-di-milano/biomedical-engineering-68d76578-f48a-4189-bb20-d5d712425d23
RWTH Aachen University,Biomedical Engineering,MSc,,,N/A,"Aachen, Germany",https://www.study.eu/university/rwth-aachen-university/biomedical-engineering-10914
Eindhoven University of Technology,Biomedical Engineering,MSc,,2,N/A,"Eindhoven, Netherlands",https://www.study.eu/university/eindhoven-university-of-technology/biomedical-engineering
University of Southampton,Biomedical Engineering,MSc,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msc-biomedical-engineering-5393
Universität zu Lübeck,Biomedical Engineering,MSc,,,N/A,"Lübeck, Germany",https://www.study.eu/university/universitat-zu-lubeck/msc-biomedical-engineering
University of Novi Sad,Biomedical Engineering,PhD,,3,N/A,"Novi Sad, Serbia",https://www.study.eu/university/university-of-novi-sad/phd-biomedical-engineering
Reykjavík University,Biomedical Engineering,MSc,18293,2,N/A,"Reykjavík, Iceland",https://www.study.eu/university/reykjavik-university/biomedical-engineering-07345918-2fe0-4af7-ab15-314574ec53a7
Atlantic Technological University,BioMedical Engineering,BEng,,3,N/A,"Galway, Ireland",https://www.study.eu/university/atlantic-technological-university/beng-biomedical-engineering
Delft University of Technology,BioMedical Engineering,MSc,,2,N/A,"Delft, Netherlands",https://www.study.eu/university/delft-university-of-technology/msc-biomedical-engineering-4632d2bb-81bd-4083-b05f-2c941e702d86
Atlantic Technological University,BioMedical Engineering,BEng (Hons),,4,N/A,"Galway, Ireland",https://www.study.eu/university/atlantic-technological-university/beng-hons-biomedical-engineering
