university_name,program_name,degree,tuition_fee_usd_total,program_duration,global_ranking,university_location,url
"Royal Holloway, University of London",German,MPhil,N/A,2 years full-time,N/A,"Egham, United Kingdom",https://www.study.eu/university/royal-holloway-university-of-london/german-4661
University of Bristol,German,MPhil,"18,943 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/german-4665
Maynooth University,German,MA,N/A,N/A,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/german-5a704643-baff-41bd-bb5d-5083c7e9e277
University College Dublin (UCD),German,BA (Hons),N/A,3 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/german-4c281abe-e78f-464d-a393-8f49e2ba6698
Cardiff University,German,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-3a6c7287-c950-4b08-be17-c455e827b241
University of Edinburgh,German,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-d84da919-9c4a-415b-9f3a-6616f7701bb7
"Birkbeck, University of London",German,BA (Hons),"56,029 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/german-1529f4c3-c6ed-4203-b906-4e03df9b5f63
Bangor University,German,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-d336accb-ebd9-47d9-ab60-00e2d9c0ec6d
University of Groningen,German,Bachelor,N/A,3 years (180 ECTS) full-time,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/bachelor-german
Bangor University,German/Accounting,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-accounting
University of Edinburgh,German and Business,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-business
University of Edinburgh,German and Classics,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-classics
University of St Andrews,German and Comparative Literature,MLitt,"44,771 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/german-and-comparative-literature
Queen Mary University of London,German and Comparative Literature,BA (Hons),"124,599 USD in total (students from outside EU/EEA)",4 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/ba-hons-german-and-comparative-literature
Bangor University,German and Criminology & Criminal Justice,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-criminology-criminal-justice
University of Edinburgh,German and English Language,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-english-language
Leibniz Universität Hannover,German and English Linguistics,MA,N/A,2 years,N/A,"Hannover, Germany",https://www.study.eu/university/leibniz-universitat-hannover/german-and-english-linguistics
University of Edinburgh,German and English Literature,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-english-literature
Bangor University,German and English Literature,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-english-literature-d24c1232-66f0-4103-9b12-6b7360cf17be
University of Edinburgh,German and History,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-history
University of Edinburgh,German and History of Art,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-history-of-art
Bangor University,German and Italian with French,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-italian-with-french
Bangor University,German and Italian with Spanish,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-italian-with-spanish
University of Aberdeen,German and Language & Linguistics,MA (UG),"81,643 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/german-and-language-linguistics
University of Edinburgh,German and Linguistics,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-linguistics
Queen Mary University of London,German and Linguistics,BA (Hons),"124,599 USD in total (students from outside EU/EEA)",4 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/ba-hons-german-and-linguistics
University of Edinburgh,German and Philosophy,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-philosophy
University of Edinburgh,German and Politics,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-politics
University of Edinburgh,German and Portuguese,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-portuguese
University of Edinburgh,German and Russian Studies,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-russian-studies
University of Edinburgh,German and Social Policy,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-social-policy
University of Edinburgh,German and Spanish,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/german-and-spanish
Bangor University,German and Spanish with French,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-spanish-with-french
Bangor University,German and Spanish with Italian,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-spanish-with-italian
Bangor University,German and Sports Science,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-and-sports-science
University of Aberdeen,German and Theology & Religious Studies,MA (UG),"81,643 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/german-and-theology-religious-studies
University College Cork (UCC),German - Arts,BA (Hons),N/A,3 years,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/german-arts
Bangor University,German/Banking,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-banking
Bangor University,German/Economics,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-economics
Cardiff University,German/English Language,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-english-language
Bangor University,German/French,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-french
Heidelberg University,German-French Master's and Doctoral Programme in History,PhD,N/A,3 years,N/A,"Heidelberg, Germany",https://www.study.eu/university/heidelberg-university/german-french-master-s-and-doctoral-programme-in-history
Cardiff University,German/History,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-history
Kiel University,German/International/European Law,LLM,N/A,1 year full-time,N/A,"Kiel, Germany",https://www.study.eu/university/kiel-university/german-international-european-law
University of Pannonia,Germanistics,BA,N/A,3 years (180 ECTS),N/A,"Veszprém, Hungary",https://www.study.eu/university/university-of-pannonia/germanistics
Cardiff University,German/Italian,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-italian
Bangor University,German/Italian,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-italian-52f95343-c8e4-43fb-8563-454e7bfb24e5
Bangor University,"German, Italian and Spanish",BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-italian-and-spanish
Cardiff University,German/Japanese,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-japanese
Trinity College Dublin (TCD),German (JH),BA (Hons),N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/german-jh
University of Tartu,German Language and Literature,PhD,N/A,N/A,N/A,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/phd-german-language-and-literature
University of Pannonia,"German Language, Literature and Culture (in German)",MA,N/A,2 years (120 ECTS),N/A,"Veszprém, Hungary",https://www.study.eu/university/university-of-pannonia/german-language-literature-and-culture-in-german
University of Galway,German Literature/Language,MA,N/A,1 year (90 ECTS) full-time / part-time,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/german-literature-language
Cardiff University,German/Music,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-music
Åbo Akademi University,German philology,Bachelor,N/A,N/A,N/A,"Turku, Finland",https://www.study.eu/university/abo-akademi-university/german-philology-1791
University of Latvia,German Philology,Bachelor,N/A,3 years (180 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/german-philology
University of Latvia,German Philology,Master,N/A,2 years (120 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/german-philology-3441
Ludwig Maximilians University Munich,German-Polish Doctoral Programme: Poland and Germany in Modern Europe,PhD,N/A,N/A,N/A,"Munich, Germany",https://www.study.eu/university/ludwig-maximilians-university-munich/german-polish-doctoral-programme-poland-and-germany-in-moder
Cardiff University,German/Politics,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-politics
Cardiff University,German/Religious Studies,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-religious-studies
Cardiff University,German/Spanish,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/german-spanish
Bangor University,German/Spanish,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-spanish-d0db8324-0cf1-414d-86de-d9afcca908af
Bangor University,German with Business Management,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-with-business-management
Queen Mary University of London,German with Business Management,BA (Hons),"124,599 USD in total (students from outside EU/EEA)",4 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/ba-hons-german-with-business-management
Bangor University,German with Chinese,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/german-with-chinese
